4.000000000000000000e+04,5.000000000000000000e+04,3.000000000000000000e+04,5.000000000000000000e+04,6.000000000000000000e+04,7.000000000000000000e+04,6.000000000000000000e+04
1.200000000000000000e+05,6.000000000000000000e+04,9.000000000000000000e+04,6.000000000000000000e+04,9.000000000000000000e+04,7.000000000000000000e+04,4.000000000000000000e+04
7.000000000000000000e+04,8.000000000000000000e+04,7.000000000000000000e+04,1.000000000000000000e+05,7.000000000000000000e+04,7.000000000000000000e+04,9.000000000000000000e+04
1.100000000000000000e+05,6.000000000000000000e+04,8.000000000000000000e+04,8.000000000000000000e+04,1.100000000000000000e+05,5.000000000000000000e+04,7.000000000000000000e+04
4.000000000000000000e+04,2.000000000000000000e+04,6.000000000000000000e+04,8.000000000000000000e+04,8.000000000000000000e+04,9.000000000000000000e+04,8.000000000000000000e+04
3.000000000000000000e+04,1.000000000000000000e+04,1.000000000000000000e+05,3.000000000000000000e+04,3.000000000000000000e+04,3.000000000000000000e+04,8.000000000000000000e+04
8.000000000000000000e+04,6.000000000000000000e+04,1.000000000000000000e+05,8.000000000000000000e+04,9.000000000000000000e+04,7.000000000000000000e+04,1.000000000000000000e+05
6.000000000000000000e+04,2.000000000000000000e+04,1.000000000000000000e+04,6.000000000000000000e+04,6.000000000000000000e+04,8.000000000000000000e+04,7.000000000000000000e+04
9.000000000000000000e+04,8.000000000000000000e+04,8.000000000000000000e+04,8.000000000000000000e+04,9.000000000000000000e+04,8.000000000000000000e+04,8.000000000000000000e+04
8.000000000000000000e+04,7.000000000000000000e+04,7.000000000000000000e+04,1.000000000000000000e+05,8.000000000000000000e+04,6.000000000000000000e+04,1.000000000000000000e+05
9.000000000000000000e+04,8.000000000000000000e+04,8.000000000000000000e+04,9.000000000000000000e+04,1.200000000000000000e+05,4.000000000000000000e+04,6.000000000000000000e+04
4.000000000000000000e+04,1.000000000000000000e+04,7.000000000000000000e+04,6.000000000000000000e+04,1.000000000000000000e+05,8.000000000000000000e+04,7.000000000000000000e+04
8.000000000000000000e+04,5.000000000000000000e+04,2.000000000000000000e+04,4.000000000000000000e+04,7.000000000000000000e+04,8.000000000000000000e+04,5.000000000000000000e+04
1.100000000000000000e+05,6.000000000000000000e+04,1.100000000000000000e+05,4.000000000000000000e+04,1.400000000000000000e+05,6.000000000000000000e+04,6.000000000000000000e+04
2.000000000000000000e+04,5.000000000000000000e+04,6.000000000000000000e+04,7.000000000000000000e+04,8.000000000000000000e+04,6.000000000000000000e+04,1.100000000000000000e+05
9.000000000000000000e+04,4.000000000000000000e+04,1.200000000000000000e+05,6.000000000000000000e+04,7.000000000000000000e+04,9.000000000000000000e+04,6.000000000000000000e+04
6.000000000000000000e+04,8.000000000000000000e+04,4.000000000000000000e+04,1.000000000000000000e+04,5.000000000000000000e+04,7.000000000000000000e+04,1.000000000000000000e+05
1.000000000000000000e+05,5.000000000000000000e+04,8.000000000000000000e+04,8.000000000000000000e+04,9.000000000000000000e+04,7.000000000000000000e+04,7.000000000000000000e+04
7.000000000000000000e+04,7.000000000000000000e+04,9.000000000000000000e+04,7.000000000000000000e+04,1.000000000000000000e+05,5.000000000000000000e+04,6.000000000000000000e+04
9.000000000000000000e+04,6.000000000000000000e+04,6.000000000000000000e+04,7.000000000000000000e+04,2.000000000000000000e+04,3.000000000000000000e+04,6.000000000000000000e+04
8.000000000000000000e+04,8.000000000000000000e+04,9.000000000000000000e+04,6.000000000000000000e+04,6.000000000000000000e+04,3.000000000000000000e+04,1.000000000000000000e+04
1.000000000000000000e+05,5.000000000000000000e+04,6.000000000000000000e+04,6.000000000000000000e+04,4.000000000000000000e+04,1.000000000000000000e+04,7.000000000000000000e+04
8.000000000000000000e+04,7.000000000000000000e+04,9.000000000000000000e+04,6.000000000000000000e+04,5.000000000000000000e+04,4.000000000000000000e+04,3.000000000000000000e+04
8.000000000000000000e+04,8.000000000000000000e+04,2.000000000000000000e+04,7.000000000000000000e+04,4.000000000000000000e+04,3.000000000000000000e+04,6.000000000000000000e+04
1.200000000000000000e+05,6.000000000000000000e+04,1.000000000000000000e+05,3.000000000000000000e+04,6.000000000000000000e+04,4.000000000000000000e+04,2.000000000000000000e+04
