series,time,value
Z,4:54:43,17692
Z,4:54:43,17733
Z,4:54:43,17819
Z,4:54:43,19315
Z,4:54:43,18555
Z,4:54:43,18773
Z,4:54:43,18662
Z,4:54:43,19322
Z,4:54:43,19705
Z,4:54:43,18117
Z,4:54:43,17547
Z,4:54:43,16081
Z,4:54:43,16824
Z,4:54:43,17830
Z,4:54:43,17746
Z,4:54:43,17257
Z,4:54:43,15811
Z,4:54:43,15266
Z,4:54:43,13716
Z,4:54:43,13111
Z,4:54:43,13103
Z,4:54:43,15618
Z,4:54:43,20349
Z,4:54:43,21012
Z,4:54:43,20905
Z,4:54:43,21634
Z,4:54:43,22594
Z,4:54:43,20971
Z,4:54:43,16837
Z,4:54:43,14360
Z,4:54:43,12338
Z,4:54:43,13052
Z,4:54:43,12336
Z,4:54:43,9401
Z,4:54:43,8446
Z,4:54:43,8480
Z,4:54:43,11019
Z,4:54:43,13076
Z,4:54:43,14798
Z,4:54:43,15064
Z,4:54:43,15433
Z,4:54:43,19470
Z,4:54:43,22910
Z,4:54:43,26754
Z,4:54:43,29090
Z,4:54:43,29776
Z,4:54:44,29303
Z,4:54:44,26508
Z,4:54:44,24875
Z,4:54:44,22366
Z,4:54:44,21004
Z,4:54:44,20231
Z,4:54:44,18100
Z,4:54:44,16599
Z,4:54:44,14376
Z,4:54:44,13507
Z,4:54:44,11463
Z,4:54:44,9012
Z,4:54:44,7770
Z,4:54:44,6346
Z,4:54:44,6085
Z,4:54:44,4878
Z,4:54:44,7050
Z,4:54:44,10864
Z,4:54:44,12707
Z,4:54:44,13678
Z,4:54:44,13496
Z,4:54:44,15301
Z,4:54:44,15231
Z,4:54:44,14891
Z,4:54:44,14532
Z,4:54:44,12111
Z,4:54:44,11677
Z,4:54:44,12595
Z,4:54:44,16945
Z,4:54:44,20929
Z,4:54:44,24160
Z,4:54:44,27092
Z,4:54:44,26489
Z,4:54:44,26340
Z,4:54:44,24105
Z,4:54:44,22102
Z,4:54:44,21124
Z,4:54:44,20425
Z,4:54:44,21353
Z,4:54:44,20222
Z,4:54:44,19543
Z,4:54:44,18263
Z,4:54:44,17934
Z,4:54:44,17766
Z,4:54:44,15614
Z,4:54:44,14908
Z,4:54:44,13908
Z,4:54:44,14078
Z,4:54:44,13502
Z,4:54:44,12425
Z,4:54:44,12717
Z,4:54:44,12456
Z,4:54:44,13662
Z,4:54:44,14119
Z,4:54:44,14994
Z,4:54:44,16171
Z,4:54:44,16832
Z,4:54:44,18160
Z,4:54:44,17410
Z,4:54:44,17652
Z,4:54:44,17650
Z,4:54:44,17614
Z,4:54:44,17620
Z,4:54:44,16261
Z,4:54:44,16371
Z,4:54:44,15813
Z,4:54:44,17174
Z,4:54:44,17883
Z,4:54:44,16617
Z,4:54:44,16554
Z,4:54:44,15437
Z,4:54:44,14817
Z,4:54:44,13582
Z,4:54:44,13206
Z,4:54:44,14628
Z,4:54:44,18668
Z,4:54:44,24078
Z,4:54:44,23766
Z,4:54:44,23007
Z,4:54:44,24180
Z,4:54:44,24581
Z,4:54:44,22239
Z,4:54:44,16195
Z,4:54:44,11891
Z,4:54:44,8844
Z,4:54:44,8035
Z,4:54:44,6770
Z,4:54:44,4564
Z,4:54:44,5872
Z,4:54:44,8516
Z,4:54:44,13318
Z,4:54:44,16991
Z,4:54:44,19355
Z,4:54:44,20356
Z,4:54:44,20775
Z,4:54:44,23798
Z,4:54:44,25456
Z,4:54:44,27690
Z,4:54:44,29024
Z,4:54:44,28234
Z,4:54:45,26782
Z,4:54:45,23614
Z,4:54:45,21633
Z,4:54:45,19745
Z,4:54:45,19292
Z,4:54:45,18755
Z,4:54:45,16449
Z,4:54:45,14959
Z,4:54:45,12315
Z,4:54:45,10386
Z,4:54:45,8391
Z,4:54:45,7593
Z,4:54:45,7754
Z,4:54:45,6719
Z,4:54:45,7272
Z,4:54:45,7732
Z,4:54:45,10734
Z,4:54:45,14405
Z,4:54:45,15784
Z,4:54:45,15988
Z,4:54:45,15742
Z,4:54:45,17584
Z,4:54:45,18031
Z,4:54:45,17967
Z,4:54:45,16398
Z,4:54:45,13556
Z,4:54:45,14128
Z,4:54:45,16037
Z,4:54:45,19697
Z,4:54:45,22331
Z,4:54:45,23471
Z,4:54:45,24381
Z,4:54:45,23524
Z,4:54:45,22924
Z,4:54:45,20912
Z,4:54:45,20432
Z,4:54:45,20708
Z,4:54:45,19652
Z,4:54:45,19950
Z,4:54:45,18798
Z,4:54:45,18345
Z,4:54:45,17837
Z,4:54:45,17652
Z,4:54:45,17113
Z,4:54:45,14668
Z,4:54:45,14559
Z,4:54:45,14016
Z,4:54:45,13349
Z,4:54:45,11491
Z,4:54:45,9120
Z,4:54:45,8999
Z,4:54:45,8570
Z,4:54:45,9549
Z,4:54:45,9918
Z,4:54:45,10023
Z,4:54:45,11186
Z,4:54:45,11512
Z,4:54:45,12149
Z,4:54:45,11310
Z,4:54:45,11246
Z,4:54:45,12328
Z,4:54:45,13839
Z,4:54:45,15763
Z,4:54:45,16335
Z,4:54:45,18602
Z,4:54:45,19300
Z,4:54:45,19411
Z,4:54:45,19882
Z,4:54:45,18066
Z,4:54:45,17890
Z,4:54:45,18657
Z,4:54:45,21266
Z,4:54:45,24080
Z,4:54:45,26588
Z,4:54:45,28267
Z,4:54:45,27283
Z,4:54:45,28082
Z,4:54:45,27151
Z,4:54:45,24334
Z,4:54:45,19471
Z,4:54:45,13351
Z,4:54:45,9643
Z,4:54:45,7305
Z,4:54:45,7930
Z,4:54:45,7802
Z,4:54:45,7744
Z,4:54:45,8314
Z,4:54:45,9032
Z,4:54:45,11727
Z,4:54:45,12353
Z,4:54:45,12786
Z,4:54:45,13294
Z,4:54:45,15532
Z,4:54:45,20079
Z,4:54:45,23570
Z,4:54:45,26868
Z,4:54:45,26870
Z,4:54:45,26331
Z,4:54:45,25864
Z,4:54:45,24802
Z,4:54:46,24160
Z,4:54:46,21914
Z,4:54:46,20841
Z,4:54:46,19405
Z,4:54:46,18290
Z,4:54:46,17130
Z,4:54:46,15850
Z,4:54:46,15837
Z,4:54:46,13556
Z,4:54:46,12195
Z,4:54:46,10967
Z,4:54:46,8823
Z,4:54:46,8257
Z,4:54:46,9577
Z,4:54:46,13250
Z,4:54:46,14680
Z,4:54:46,14798
Z,4:54:46,14761
Z,4:54:46,14353
Z,4:54:46,14636
Z,4:54:46,13209
Z,4:54:46,12666
Z,4:54:46,12040
Z,4:54:46,11744
Z,4:54:46,13138
Z,4:54:46,15842
Z,4:54:46,21040
Z,4:54:46,24323
Z,4:54:46,26508
Z,4:54:46,26206
Z,4:54:46,24213
Z,4:54:46,23217
Z,4:54:46,20581
Z,4:54:46,19344
Z,4:54:46,18105
Z,4:54:46,18218
Z,4:54:46,18525
Z,4:54:46,17180
Z,4:54:46,17518
Z,4:54:46,16087
Z,4:54:46,15349
Z,4:54:46,14862
Z,4:54:46,14299
Z,4:54:46,14100
Z,4:54:46,12847
Z,4:54:46,13554
Z,4:54:46,13320
Z,4:54:46,13947
Z,4:54:46,14684
Z,4:54:46,15142
Z,4:54:46,17017
Z,4:54:46,17222
Z,4:54:46,17650
Z,4:54:46,16900
Z,4:54:46,16839
Z,4:54:46,17761
Z,4:54:46,17658
Z,4:54:46,18274
Z,4:54:46,17489
Z,4:54:46,17861
Z,4:54:46,18327
Z,4:54:46,17380
Z,4:54:46,16208
Z,4:54:46,14765
Z,4:54:46,16342
Z,4:54:46,17041
Z,4:54:46,17259
Z,4:54:46,17022
Z,4:54:46,15796
Z,4:54:46,15431
Z,4:54:46,14059
Z,4:54:46,14657
Z,4:54:46,13911
Z,4:54:46,15543
Z,4:54:46,20872
Z,4:54:46,22396
Z,4:54:46,21928
Z,4:54:46,21768
Z,4:54:46,23863
Z,4:54:46,23010
Z,4:54:46,18987
Z,4:54:46,15920
Z,4:54:46,12810
Z,4:54:46,13401
Z,4:54:46,13247
Z,4:54:46,11161
Z,4:54:46,9187
Z,4:54:46,7574
Z,4:54:46,9303
Z,4:54:46,10748
Z,4:54:46,12625
Z,4:54:46,12882
Z,4:54:46,13481
Z,4:54:46,17110
Z,4:54:46,20269
Z,4:54:46,24929
Z,4:54:46,27281
Z,4:54:46,28527
Z,4:54:46,28857
Z,4:54:46,27318
Z,4:54:47,26090
Z,4:54:47,23122
Z,4:54:47,22295
Z,4:54:47,20852
Z,4:54:47,19179
Z,4:54:47,18168
Z,4:54:47,16149
Z,4:54:47,15902
Z,4:54:47,12995
Z,4:54:47,10374
Z,4:54:47,8565
Z,4:54:47,7191
Z,4:54:47,6398
Z,4:54:47,5037
Z,4:54:47,7986
Z,4:54:47,10673
Z,4:54:47,12586
Z,4:54:47,13585
Z,4:54:47,13049
Z,4:54:47,14163
Z,4:54:47,14607
Z,4:54:47,15609
Z,4:54:47,14860
Z,4:54:47,13516
Z,4:54:47,13327
Z,4:54:47,13719
Z,4:54:47,17671
Z,4:54:47,21070
Z,4:54:47,24398
Z,4:54:47,26486
Z,4:54:47,26742
Z,4:54:47,26101
Z,4:54:47,22542
Z,4:54:47,20545
Z,4:54:47,18445
Z,4:54:47,17406
Z,4:54:47,17449
Z,4:54:47,16210
Z,4:54:47,16094
Z,4:54:47,14972
Z,4:54:47,14847
Z,4:54:47,14250
Z,4:54:47,13874
Z,4:54:47,14536
Z,4:54:47,13431
Z,4:54:47,14209
Z,4:54:47,14344
Z,4:54:47,14734
Z,4:54:47,15526
Z,4:54:47,16662
Z,4:54:47,18865
Z,4:54:47,18157
Z,4:54:47,18404
Z,4:54:47,17973
Z,4:54:47,17402
Z,4:54:47,18063
Z,4:54:47,18154
Z,4:54:47,18954
Z,4:54:47,17933
Z,4:54:47,18272
Z,4:54:47,18045
Z,4:54:47,16198
Z,4:54:47,15488
Z,4:54:47,15015
Z,4:54:47,17057
Z,4:54:47,18189
Z,4:54:47,17809
Z,4:54:47,16333
Z,4:54:47,14982
Z,4:54:47,14978
Z,4:54:47,13682
Z,4:54:47,14032
Z,4:54:47,14121
Z,4:54:47,17239
Z,4:54:47,22701
Z,4:54:47,21766
Z,4:54:47,19997
Z,4:54:47,21094
Z,4:54:47,23296
Z,4:54:47,21031
Z,4:54:47,15213
Z,4:54:47,11223
Z,4:54:47,8408
Z,4:54:47,8590
Z,4:54:47,7243
Z,4:54:47,5905
Z,4:54:47,6477
Z,4:54:47,8151
Z,4:54:47,13296
Z,4:54:47,16823
Z,4:54:47,19607
Z,4:54:47,21119
Z,4:54:47,21958
Z,4:54:47,24231
Z,4:54:47,26171
Z,4:54:47,29124
Z,4:54:47,29414
Z,4:54:47,29102
Z,4:54:47,28103
Z,4:54:47,25398
Z,4:54:48,23682
Z,4:54:48,20414
Z,4:54:48,18585
Z,4:54:48,17134
Z,4:54:48,15961
Z,4:54:48,14786
Z,4:54:48,12958
Z,4:54:48,12525
Z,4:54:48,9521
Z,4:54:48,8076
Z,4:54:48,8056
Z,4:54:48,6822
Z,4:54:48,6149
Z,4:54:48,6753
Z,4:54:48,10912
Z,4:54:48,13528
Z,4:54:48,14457
Z,4:54:48,14272
Z,4:54:48,13504
Z,4:54:48,15338
Z,4:54:48,16573
Z,4:54:48,17846
Z,4:54:48,16070
Z,4:54:48,13273
Z,4:54:48,13379
Z,4:54:48,15095
Z,4:54:48,19409
Z,4:54:48,21747
Z,4:54:48,24296
Z,4:54:48,25887
Z,4:54:48,24782
Z,4:54:48,23962
Z,4:54:48,21997
Z,4:54:48,21386
Z,4:54:48,20601
Z,4:54:48,21225
Z,4:54:48,21241
Z,4:54:48,18997
Z,4:54:48,19331
Z,4:54:48,17985
Z,4:54:48,17177
Z,4:54:48,16534
Z,4:54:48,15107
Z,4:54:48,14306
Z,4:54:48,12283
Z,4:54:48,12250
Z,4:54:48,10762
Z,4:54:48,10090
Z,4:54:48,11243
Z,4:54:48,12450
Z,4:54:48,14830
Z,4:54:48,15505
Z,4:54:48,17001
Z,4:54:48,16902
Z,4:54:48,16641
Z,4:54:48,16836
Z,4:54:48,15388
Z,4:54:48,16339
Z,4:54:48,17010
Z,4:54:48,18518
Z,4:54:48,19775
Z,4:54:48,20381
Z,4:54:48,21797
Z,4:54:48,19124
Z,4:54:48,15231
Z,4:54:48,11599
Z,4:54:48,10987
Z,4:54:48,13174
Z,4:54:48,15144
Z,4:54:48,17375
Z,4:54:48,16607
Z,4:54:48,17598
Z,4:54:48,18131
Z,4:54:48,16769
Z,4:54:48,14896
Z,4:54:48,9324
Z,4:54:48,4981
Z,4:54:48,3611
Z,4:54:48,5739
Z,4:54:48,7263
Z,4:54:48,7449
Z,4:54:48,10202
Z,4:54:48,12827
Z,4:54:48,16577
Z,4:54:48,18681
Z,4:54:48,18440
Z,4:54:48,19013
Z,4:54:48,20469
Z,4:54:48,23837
Z,4:54:48,25383
Z,4:54:48,27384
Z,4:54:48,28977
Z,4:54:48,28613
Z,4:54:48,27972
Z,4:54:48,25579
Z,4:54:48,24487
Z,4:54:48,22837
Z,4:54:48,21575
Z,4:54:48,20060
Z,4:54:48,17905
Z,4:54:49,17426
Z,4:54:49,15747
Z,4:54:49,14949
Z,4:54:49,13502
Z,4:54:49,12591
Z,4:54:49,12107
Z,4:54:49,9925
Z,4:54:49,9748
Z,4:54:49,9351
Z,4:54:49,11623
Z,4:54:49,14425
Z,4:54:49,15060
Z,4:54:49,14975
Z,4:54:49,13404
Z,4:54:49,14140
Z,4:54:49,13228
Z,4:54:49,11689
Z,4:54:49,11227
Z,4:54:49,10474
Z,4:54:49,12181
Z,4:54:49,14890
Z,4:54:49,19017
Z,4:54:49,21974
Z,4:54:49,23824
Z,4:54:49,25628
Z,4:54:49,25028
Z,4:54:49,24164
Z,4:54:49,21809
Z,4:54:49,20348
Z,4:54:49,19685
Z,4:54:49,18814
Z,4:54:49,19351
Z,4:54:49,18320
Z,4:54:49,18715
Z,4:54:49,18931
Z,4:54:49,18320
Z,4:54:49,17068
Z,4:54:49,15047
Z,4:54:49,15207
Z,4:54:49,14023
Z,4:54:49,13739
Z,4:54:49,13549
Z,4:54:49,13200
Z,4:54:49,14039
Z,4:54:49,13907
Z,4:54:49,15324
Z,4:54:49,15399
Z,4:54:49,15606
Z,4:54:49,16138
Z,4:54:49,16019
Z,4:54:49,17249
Z,4:54:49,16485
Z,4:54:49,16544
Z,4:54:49,16205
Z,4:54:49,15499
Z,4:54:49,15601
Z,4:54:49,14988
Z,4:54:49,16838
Z,4:54:49,17882
Z,4:54:49,17793
Z,4:54:49,16683
Z,4:54:49,14859
Z,4:54:49,14776
Z,4:54:49,14685
Z,4:54:49,15214
Z,4:54:49,16257
Z,4:54:49,20477
Z,4:54:49,23975
Z,4:54:49,23249
Z,4:54:49,24093
Z,4:54:49,24600
Z,4:54:49,23550
Z,4:54:49,20121
Z,4:54:49,16402
Z,4:54:49,14312
Z,4:54:49,12934
Z,4:54:49,13439
Z,4:54:49,11795
Z,4:54:49,9880
Z,4:54:49,8614
Z,4:54:49,8836
Z,4:54:49,11185
Z,4:54:49,11651
Z,4:54:49,12313
Z,4:54:49,12298
Z,4:54:49,14512
Z,4:54:49,19383
Z,4:54:49,22542
Z,4:54:49,25239
Z,4:54:49,25973
Z,4:54:49,26603
Z,4:54:49,26351
Z,4:54:49,24832
Z,4:54:49,23627
Z,4:54:49,21231
Z,4:54:49,20806
Z,4:54:49,20296
Z,4:54:49,18832
Z,4:54:49,17296
Z,4:54:49,16473
Z,4:54:50,16020
Z,4:54:50,12370
Z,4:54:50,11003
Z,4:54:50,10264
Z,4:54:50,8402
Z,4:54:50,8657
Z,4:54:50,9838
Z,4:54:50,12504
Z,4:54:50,12821
Z,4:54:50,13079
Z,4:54:50,13825
Z,4:54:50,13590
Z,4:54:50,14231
Z,4:54:50,13323
Z,4:54:50,13331
Z,4:54:50,12522
Z,4:54:50,12018
Z,4:54:50,13140
Z,4:54:50,15240
Z,4:54:50,20083
Z,4:54:50,22927
Z,4:54:50,25683
Z,4:54:50,26424
Z,4:54:50,25235
Z,4:54:50,24729
Z,4:54:50,21617
Z,4:54:50,20357
Z,4:54:50,19612
Z,4:54:50,19814
Z,4:54:50,20259
Z,4:54:50,18926
Z,4:54:50,18541
Z,4:54:50,16655
Z,4:54:50,15930
Z,4:54:50,14821
Z,4:54:50,13883
Z,4:54:50,13868
Z,4:54:50,12139
Z,4:54:50,12209
Z,4:54:50,11784
Z,4:54:50,12137
Z,4:54:50,12411
Z,4:54:50,12790
Z,4:54:50,15199
Z,4:54:50,15449
Z,4:54:50,16234
Z,4:54:50,16145
Z,4:54:50,16425
Z,4:54:50,17113
Z,4:54:50,17034
Z,4:54:50,18351
Z,4:54:50,17785
Z,4:54:50,19001
Z,4:54:50,19580
Z,4:54:50,18077
Z,4:54:50,17122
Z,4:54:50,16329
Z,4:54:50,17605
Z,4:54:50,17406
Z,4:54:50,17851
Z,4:54:50,17446
Z,4:54:50,15792
Z,4:54:50,15290
Z,4:54:50,13270
Z,4:54:50,13426
Z,4:54:50,12727
Z,4:54:50,14168
Z,4:54:50,18927
Z,4:54:50,19799
Z,4:54:50,19213
Z,4:54:50,19272
Z,4:54:50,21840
Z,4:54:50,21539
Z,4:54:50,17927
Z,4:54:50,15168
Z,4:54:50,13131
Z,4:54:50,14090
Z,4:54:50,12852
Z,4:54:50,10711
Z,4:54:50,8720
Z,4:54:50,7403
Z,4:54:50,10099
Z,4:54:50,12650
Z,4:54:50,15348
Z,4:54:50,16134
Z,4:54:50,17426
Z,4:54:50,20890
Z,4:54:50,23734
Z,4:54:50,27476
Z,4:54:50,29093
Z,4:54:50,30146
Z,4:54:50,29266
Z,4:54:50,26680
Z,4:54:50,25538
Z,4:54:50,22938
Z,4:54:50,21595
Z,4:54:50,19737
Z,4:54:50,17568
Z,4:54:50,15960
Z,4:54:50,14012
Z,4:54:51,13544
Z,4:54:51,10823
Z,4:54:51,8530
Z,4:54:51,7447
Z,4:54:51,6603
Z,4:54:51,5602
Z,4:54:51,5002
Z,4:54:51,8617
Z,4:54:51,11249
Z,4:54:51,12550
Z,4:54:51,12876
Z,4:54:51,12467
Z,4:54:51,14114
Z,4:54:51,15265
Z,4:54:51,17464
Z,4:54:51,17298
Z,4:54:51,15673
Z,4:54:51,16394
Z,4:54:51,17780
Z,4:54:51,21339
Z,4:54:51,24196
Z,4:54:51,26901
Z,4:54:51,27761
Z,4:54:51,26977
Z,4:54:51,26326
Z,4:54:51,22646
Z,4:54:51,20773
Z,4:54:51,19743
Z,4:54:51,19229
Z,4:54:51,18983
Z,4:54:51,17205
Z,4:54:51,16574
Z,4:54:51,14927
Z,4:54:51,14881
Z,4:54:51,13823
Z,4:54:51,12535
Z,4:54:51,13180
Z,4:54:51,11848
Z,4:54:51,12042
Z,4:54:51,11567
Z,4:54:51,11656
Z,4:54:51,12033
Z,4:54:51,13108
Z,4:54:51,16193
Z,4:54:51,16426
Z,4:54:51,17225
Z,4:54:51,16975
Z,4:54:51,16601
Z,4:54:51,16712
Z,4:54:51,15980
Z,4:54:51,17279
Z,4:54:51,17639
Z,4:54:51,19085
Z,4:54:51,19360
Z,4:54:51,18547
Z,4:54:51,18572
Z,4:54:51,16788
Z,4:54:51,16734
Z,4:54:51,16446
Z,4:54:51,16595
Z,4:54:51,17576
Z,4:54:51,17693
Z,4:54:51,17990
Z,4:54:51,17110
Z,4:54:51,16894
Z,4:54:51,15423
Z,4:54:51,14712
Z,4:54:51,15617
Z,4:54:51,16709
Z,4:54:51,20890
Z,4:54:51,22785
Z,4:54:51,22459
Z,4:54:51,22131
Z,4:54:51,22473
Z,4:54:51,21959
Z,4:54:51,16826
Z,4:54:51,11529
Z,4:54:51,6929
Z,4:54:51,5754
Z,4:54:51,6205
Z,4:54:51,5259
Z,4:54:51,6274
Z,4:54:51,7169
Z,4:54:51,11046
Z,4:54:51,15957
Z,4:54:51,19256
Z,4:54:51,21533
Z,4:54:51,21203
Z,4:54:51,22778
Z,4:54:51,25221
Z,4:54:51,28438
Z,4:54:51,30399
Z,4:54:51,30035
Z,4:54:51,30124
Z,4:54:51,28141
Z,4:54:51,26659
Z,4:54:51,24689
Z,4:54:51,23101
Z,4:54:51,21722
Z,4:54:51,17922
Z,4:54:52,13532
Z,4:54:52,7789
Z,4:54:52,4959
Z,4:54:52,2878
Z,4:54:52,475
Z,4:54:52,-94
Z,4:54:52,-1522
Z,4:54:52,-1537
Z,4:54:52,-1244
Z,4:54:52,1377
Z,4:54:52,5486
Z,4:54:52,8732
Z,4:54:52,12591
Z,4:54:52,15063
Z,4:54:52,17261
Z,4:54:52,17337
Z,4:54:52,17372
Z,4:54:52,18209
Z,4:54:52,17731
Z,4:54:52,17759
Z,4:54:52,18937
Z,4:54:52,24169
Z,4:54:52,28343
Z,4:54:52,29545
Z,4:54:52,30956
Z,4:54:52,29899
Z,4:54:52,28352
Z,4:54:52,26024
Z,4:54:52,23990
Z,4:54:52,21983
Z,4:54:52,19060
Z,4:54:52,18749
Z,4:54:52,17735
Z,4:54:52,17180
Z,4:54:52,16692
Z,4:54:52,15526
Z,4:54:52,15157
Z,4:54:52,13589
Z,4:54:52,13255
Z,4:54:52,11643
Z,4:54:52,10603
Z,4:54:52,11355
Z,4:54:52,11545
Z,4:54:52,12361
Z,4:54:52,11826
Z,4:54:52,12801
Z,4:54:52,14573
Z,4:54:52,15782
Z,4:54:52,16465
Z,4:54:52,16282
Z,4:54:52,17850
Z,4:54:52,17765
Z,4:54:52,17506
Z,4:54:52,17848
Z,4:54:52,17716
Z,4:54:52,18005
Z,4:54:52,17017
Z,4:54:52,17619
Z,4:54:52,17523
Z,4:54:52,17764
Z,4:54:52,18960
Z,4:54:52,18047
Z,4:54:52,18113
Z,4:54:52,16643
Z,4:54:52,16270
Z,4:54:52,16593
Z,4:54:52,15227
Z,4:54:52,16729
Z,4:54:52,19549
Z,4:54:52,22491
Z,4:54:52,22605
Z,4:54:52,23353
Z,4:54:52,24307
Z,4:54:52,21726
Z,4:54:52,19026
Z,4:54:52,14385
Z,4:54:52,11968
Z,4:54:52,11260
Z,4:54:52,11200
Z,4:54:52,11737
Z,4:54:52,9694
Z,4:54:52,9175
Z,4:54:52,9071
Z,4:54:52,10832
Z,4:54:52,12215
Z,4:54:52,12017
Z,4:54:52,13366
Z,4:54:52,14516
Z,4:54:52,18169
Z,4:54:52,22012
Z,4:54:52,25340
Z,4:54:52,27214
Z,4:54:52,27258
Z,4:54:52,27751
Z,4:54:52,25919
Z,4:54:52,24462
Z,4:54:52,22790
Z,4:54:52,20916
Z,4:54:52,20597
Z,4:54:52,19521
Z,4:54:53,18551
Z,4:54:53,16202
Z,4:54:53,14883
Z,4:54:53,13208
Z,4:54:53,10276
Z,4:54:53,9901
Z,4:54:53,9009
Z,4:54:53,9013
Z,4:54:53,9447
Z,4:54:53,10682
Z,4:54:53,12095
Z,4:54:53,12136
Z,4:54:53,13617
Z,4:54:53,13953
Z,4:54:53,14600
Z,4:54:53,14232
Z,4:54:53,12996
Z,4:54:53,12919
Z,4:54:53,12473
Z,4:54:53,14500
Z,4:54:53,16271
Z,4:54:53,19452
Z,4:54:53,23589
Z,4:54:53,25009
Z,4:54:53,26263
Z,4:54:53,25759
Z,4:54:53,24388
Z,4:54:53,22040
Z,4:54:53,20920
Z,4:54:53,20565
Z,4:54:53,18711
Z,4:54:53,19529
Z,4:54:53,18977
Z,4:54:53,17405
Z,4:54:53,16384
Z,4:54:53,15446
Z,4:54:53,15025
Z,4:54:53,12903
Z,4:54:53,12951
Z,4:54:53,11997
Z,4:54:53,11498
Z,4:54:53,12560
Z,4:54:53,12170
Z,4:54:53,13110
Z,4:54:53,13258
Z,4:54:53,14800
Z,4:54:53,15495
Z,4:54:53,16161
Z,4:54:53,17364
Z,4:54:53,16686
Z,4:54:53,17846
Z,4:54:53,17835
Z,4:54:53,17873
Z,4:54:53,18242
Z,4:54:53,18736
Z,4:54:53,19981
Z,4:54:53,19298
Z,4:54:53,19730
Z,4:54:53,18721
Z,4:54:53,16878
Z,4:54:53,16434
Z,4:54:53,16090
Z,4:54:53,16743
Z,4:54:53,16753
Z,4:54:53,18028
Z,4:54:53,17373
Z,4:54:53,15205
Z,4:54:53,14203
Z,4:54:53,12701
Z,4:54:53,12895
Z,4:54:53,13390
Z,4:54:53,16981
Z,4:54:53,20708
Z,4:54:53,20318
Z,4:54:53,20677
Z,4:54:53,21602
Z,4:54:53,22064
Z,4:54:53,20055
Z,4:54:53,17583
Z,4:54:53,15754
Z,4:54:53,14269
Z,4:54:53,14836
Z,4:54:53,12714
Z,4:54:53,10022
Z,4:54:53,8252
Z,4:54:53,7414
Z,4:54:53,9390
Z,4:54:53,11133
Z,4:54:53,13095
Z,4:54:53,14188
Z,4:54:53,15749
Z,4:54:53,18293
Z,4:54:53,21984
Z,4:54:53,26629
Z,4:54:53,27218
Z,4:54:53,27122
Z,4:54:53,26292
Z,4:54:53,24539
Z,4:54:53,23468
Z,4:54:53,21716
Z,4:54:54,21221
Z,4:54:54,19488
Z,4:54:54,18222
Z,4:54:54,17229
Z,4:54:54,15532
Z,4:54:54,14358
Z,4:54:54,11301
Z,4:54:54,10026
Z,4:54:54,8761
Z,4:54:54,7272
Z,4:54:54,6472
Z,4:54:54,6757
Z,4:54:54,11309
Z,4:54:54,14076
Z,4:54:54,14907
Z,4:54:54,14774
Z,4:54:54,14859
Z,4:54:54,16516
Z,4:54:54,16663
Z,4:54:54,17169
Z,4:54:54,16321
Z,4:54:54,16140
Z,4:54:54,17119
Z,4:54:54,17966
Z,4:54:54,20813
Z,4:54:54,22965
Z,4:54:54,25784
Z,4:54:54,26107
Z,4:54:54,24424
Z,4:54:54,23074
Z,4:54:54,19871
Z,4:54:54,18588
Z,4:54:54,17422
Z,4:54:54,16767
Z,4:54:54,15983
Z,4:54:54,15725
Z,4:54:54,16911
Z,4:54:54,15279
Z,4:54:54,14617
Z,4:54:54,13328
Z,4:54:54,12435
Z,4:54:54,12650
Z,4:54:54,11935
Z,4:54:54,12518
Z,4:54:54,11719
Z,4:54:54,12816
Z,4:54:54,14109
Z,4:54:54,14686
Z,4:54:54,16666
Z,4:54:54,18012
Z,4:54:54,19697
Z,4:54:54,18767
Z,4:54:54,18306
Z,4:54:54,18408
Z,4:54:54,17675
Z,4:54:54,18658
Z,4:54:54,18227
Z,4:54:54,19066
Z,4:54:54,19796
Z,4:54:54,19512
Z,4:54:54,19253
Z,4:54:54,17927
Z,4:54:54,18096
Z,4:54:54,16440
Z,4:54:54,15906
Z,4:54:54,15868
Z,4:54:54,15345
Z,4:54:54,16537
Z,4:54:54,16748
Z,4:54:54,17895
Z,4:54:54,16815
Z,4:54:54,16214
Z,4:54:54,15333
Z,4:54:54,13516
Z,4:54:54,14196
Z,4:54:54,14495
Z,4:54:54,18210
Z,4:54:54,21718
Z,4:54:54,22419
Z,4:54:54,21829
Z,4:54:54,21239
Z,4:54:54,22548
Z,4:54:54,20080
Z,4:54:54,15054
Z,4:54:54,9288
Z,4:54:54,6064
Z,4:54:54,6512
Z,4:54:54,5703
Z,4:54:54,6419
Z,4:54:54,6487
Z,4:54:54,8447
Z,4:54:54,13523
Z,4:54:54,17594
Z,4:54:54,21169
Z,4:54:54,21526
Z,4:54:54,22242
Z,4:54:54,23400
Z,4:54:54,26215
Z,4:54:54,29862
Z,4:54:54,29757
Z,4:54:55,29718
Z,4:54:55,28409
Z,4:54:55,26700
Z,4:54:55,24066
Z,4:54:55,21251
Z,4:54:55,20073
Z,4:54:55,17630
Z,4:54:55,16552
Z,4:54:55,14208
Z,4:54:55,11373
Z,4:54:55,9921
Z,4:54:55,8463
Z,4:54:55,8567
Z,4:54:55,7604
Z,4:54:55,7090
Z,4:54:55,6377
Z,4:54:55,7061
Z,4:54:55,10699
Z,4:54:55,12950
Z,4:54:55,15223
